fines,X,Y_{cj},Y_{rj},Z,T,U,V,W
0.0,0.07043744418558144,0.32160623385546494,0.161819407488006,0.1933702565373882,0.024159250567886967,0.13882331232692258,0.01934665085316844,0.07043744418558133
0.1,0.07043744418558144,0.32160623385546494,0.161819407488006,0.1933702565373882,0.024159250567886967,0.13882331232692258,0.01934665085316844,0.07043744418558133
0.2,0.07043744418558144,0.32160623385546494,0.161819407488006,0.1933702565373882,0.024159250567886967,0.13882331232692258,0.01934665085316844,0.07043744418558133
0.3,0.06614638275920204,0.23694743258630685,0.21481332059078673,0.18070430127083761,0.022576794235430728,0.1303661718458065,0.018079424865823007,0.13036617184580646
0.4,0.06614638275920204,0.23694743258630685,0.21481332059078673,0.18070430127083761,0.022576794235430728,0.1303661718458065,0.018079424865823007,0.13036617184580646
0.5,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
0.6,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
0.7,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
0.8,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
0.9,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.0,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.1,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.2,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.3,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.4,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.5,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.6,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.7,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.8,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
1.9,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.0,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.1,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.2,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.3,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.4,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.5,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.6,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.7,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.8,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
2.9,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.0,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.1,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.2,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.3,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.4,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.5,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.6,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.7,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.8,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
3.9,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.0,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.1,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.2,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.3,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.4,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.5,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.6,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.7,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.8,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
4.9,0.06736429038587273,0.22236756049705658,0.22236756049705692,0.17789404839764528,0.022236756049705656,0.13276651406147857,0.022236756049705656,0.13276651406147857
